SID,SName,CityName
1246,庙台子,哈尔滨
1247,牛家,哈尔滨
1248,平房,哈尔滨
1249,平山,哈尔滨
1250,虎峰,哈尔滨
1251,呼兰,哈尔滨
1252,兰棱,哈尔滨
1253,拉林,哈尔滨
1254,开道,哈尔滨
1255,康金井,哈尔滨
1256,哈尔滨,哈尔滨
1257,哈尔滨北,哈尔滨
1258,哈尔滨东,哈尔滨
1259,哈尔滨西,哈尔滨
1260,对青山,哈尔滨
1261,杜家,哈尔滨
1262,东门,哈尔滨
1263,高楞,哈尔滨
1264,方正,哈尔滨
1265,成高子,哈尔滨
1266,宾州,哈尔滨
1267,背荫河,哈尔滨
1268,滨江,哈尔滨
1269,阿城,哈尔滨
1270,安家,哈尔滨
1271,白奎堡,哈尔滨
1272,宝泉岭,鹤岗
1273,富力,鹤岗
1274,鹤岗,鹤岗
1275,鹤北,鹤岗
1276,峻德,鹤岗
1277,新华,鹤岗
1278,新高峰,黑河
1279,新彦,黑河
1280,襄河,黑河
1281,西岗子,黑河
1282,五大连池,黑河
1283,弯道,黑河
1284,通北,黑河
1285,孙吴,黑河
1286,赵光,黑河
1287,伊拉哈,黑河
1288,杨家,黑河
1289,锦河,黑河
1290,九三,黑河
1291,李家,黑河
1292,嫩江,黑河
1293,龙镇,黑河
1294,龙门河,黑河
1295,黑河,黑河
1296,鹤山,黑河
1297,二井,黑河
1298,二龙山屯,黑河
1299,宝东,黑河
1300,北安,黑河
1301,辰清,黑河
1302,潮水,黑河
1303,东海,鸡西
1304,滴道,鸡西
1305,东方红,鸡西
1306,黑台,鸡西
1307,柳毛,鸡西
1308,密山,鸡西
1309,密山西,鸡西
1310,麻山,鸡西
1311,南甸村,鸡西
1312,裴德,鸡西
1313,梨树镇,鸡西
1314,连珠山,鸡西
1315,兰岭,鸡西
1316,凯北,鸡西
1317,虎林,鸡西
1318,鸡东,鸡西
1319,鸡西,鸡西
1320,杨岗,鸡西
1321,迎春,鸡西
1322,永安乡,鸡西
1323,石磷,鸡西
1324,青龙,鸡西
1325,五龙,鸡西
1326,卫星,鸡西
1327,西麻山,鸡西
1328,兴凯,鸡西
1329,新家,鸡西
1330,兴莲,佳木斯
1331,向阳川,佳木斯
1332,香兰,佳木斯
1333,望江,佳木斯
1334,同江,佳木斯
1335,汤原,佳木斯
1336,前锋,佳木斯
1337,前进镇,佳木斯
1338,双龙山,佳木斯
1339,申家店,佳木斯
1340,四马架,佳木斯
1341,永胜,佳木斯
1342,阎家,佳木斯
1343,建三江,佳木斯
1344,佳木斯,佳木斯
1345,洪河,佳木斯
1346,桦南,佳木斯
1347,换新天,佳木斯
1348,莲江口,佳木斯
1349,孟家岗,佳木斯
1350,鹤立,佳木斯
1351,寒葱沟,佳木斯
1352,东二道河,佳木斯
1353,东佳木斯,佳木斯
1354,二道岗,佳木斯
1355,富锦,佳木斯
1356,抚远,佳木斯
1357,抚远东,佳木斯
1358,长发屯,佳木斯
1359,半截河,佳木斯
1360,八虎力,佳木斯
1361,敖头,牡丹江
1362,爱河,牡丹江
1363,八面通,牡丹江
1364,宝林,牡丹江
1365,北林,牡丹江
1366,柴河,牡丹江
1367,长汀镇,牡丹江
1368,楚山,牡丹江
1369,代马沟,牡丹江
1370,大观岭,牡丹江
1371,富江镇,牡丹江
1372,二龙村,牡丹江
1373,斗沟子,牡丹江
1374,东京城,牡丹江
1375,东安,牡丹江
1376,海浪,牡丹江
1377,海林,牡丹江
1378,横道河子,牡丹江
1379,红房子,牡丹江
1380,古城镇,牡丹江
1381,马桥河,牡丹江
1382,马莲河,牡丹江
1383,鹿道,牡丹江
1384,宁安,牡丹江
1385,磨刀石,牡丹江
1386,穆棱,牡丹江
1387,牡丹江,牡丹江
1388,林口,牡丹江
1389,兰岗,牡丹江
1390,老松岭,牡丹江
1391,卡路屯,牡丹江
1392,拉古,牡丹江
1393,奎山,牡丹江
1394,桦林,牡丹江
1395,虎山,牡丹江
1396,亚河,牡丹江
1397,伊林,牡丹江
1398,杨木,牡丹江
1399,治山,牡丹江
1400,朱家沟,牡丹江
1401,绥芬河,牡丹江
1402,绥西,牡丹江
1403,绥阳,牡丹江
1404,太岭,牡丹江
1405,石头,牡丹江
1406,青岭子,牡丹江
1407,青山,牡丹江
1408,山市,牡丹江
1409,温春,牡丹江
1410,五林,牡丹江
1411,下城子,牡丹江
1412,向阳,牡丹江
1413,杏树,七台河
1414,倭肯,七台河
1415,通天屯,七台河
1416,七台河,七台河
1417,互助,七台河
1418,佛岭,七台河
1419,大西,七台河
1420,勃利,七台河
1421,昂昂溪,齐齐哈尔
1422,八方,齐齐哈尔
1423,白山乡,齐齐哈尔
1424,大民屯,齐齐哈尔
1425,冯屯,齐齐哈尔
1426,富拉尔基,齐齐哈尔
1427,富海,齐齐哈尔
1428,富裕,齐齐哈尔
1429,二道湾,齐齐哈尔
1430,古城,齐齐哈尔
1431,高头,齐齐哈尔
1432,哈川,齐齐哈尔
1433,光明,齐齐哈尔
1434,红旗营,齐齐哈尔
1435,恒地营,齐齐哈尔
1436,虎尔虎拉,齐齐哈尔
1437,吉新河,齐齐哈尔
1438,江桥,齐齐哈尔
1439,街基,齐齐哈尔
1440,拉哈,齐齐哈尔
1441,克山,齐齐哈尔
1442,克东,齐齐哈尔
1443,老莱,齐齐哈尔
1444,讷河,齐齐哈尔
1445,碾子山,齐齐哈尔
1446,平洋,齐齐哈尔
1447,鲁河,齐齐哈尔
1448,龙江,齐齐哈尔
1449,六合镇,齐齐哈尔
1450,齐齐哈尔,齐齐哈尔
1451,齐齐哈尔南,齐齐哈尔
1452,青水山,齐齐哈尔
1453,群力,齐齐哈尔
1454,三间房,齐齐哈尔
1455,泰来,齐齐哈尔
1456,汤池,齐齐哈尔
1457,塔哈,齐齐哈尔
1458,团结,齐齐哈尔
1459,乌兰昭,齐齐哈尔
1460,小榆树,齐齐哈尔
1461,中和,齐齐哈尔
1462,依安,齐齐哈尔
1463,榆树屯,齐齐哈尔
1464,新友谊,双鸭山
1465,太平镇,双鸭山
1466,四方,双鸭山
1467,四方台,双鸭山
1468,双鸭山,双鸭山
1469,升昌,双鸭山
1470,九营,双鸭山
1471,金沙岗,双鸭山
1472,红兴隆,双鸭山
1473,丰乐镇,双鸭山
1474,福利屯,双鸭山
1475,笔架山,双鸭山
1476,宝清,双鸭山
1477,安达,绥化
1478,高老,绥化
1479,东边井,绥化
1480,东津,绥化
1481,海北,绥化
1482,海伦,绥化
1483,姜家,绥化
1484,里木店,绥化
1485,龙船,绥化
1486,宋,绥化
1487,绥化,绥化
1488,绥棱,绥化
1489,沙园,绥化
1490,尚家,绥化
1491,全胜,绥化
1492,庆安,绥化
1493,秦家,绥化
1494,兴福,绥化
1495,新泉,绥化
1496,羊草,绥化
1497,肇东,绥化
1498,张维屯,绥化
1499,扎音河,绥化
1500,伊春,伊春
1501,友好,伊春
1502,新青,伊春
1503,小白,伊春
1504,西林,伊春
1505,乌伊岭,伊春
1506,五星,伊春
1507,五营,伊春
1508,威岭,伊春
1509,王杨,伊春
1510,汤旺河,伊春
1511,桃山,伊春
1512,铁力,伊春
1513,苔青,伊春
1514,松青,伊春
1515,神树,伊春
1516,圣浪,伊春
1517,石长,伊春
1518,双子河,伊春
1519,双丰,伊春
1520,柳树,伊春
1521,绿潭,伊春
1522,美溪,伊春
1523,南岔,伊春
1524,朗乡,伊春
1525,金山屯,伊春
1526,界山,伊春
1527,浩良河,伊春
1528,红星,伊春
1529,红山,伊春
1530,丰林,伊春
1531,带岭,伊春
1532,晨明,伊春
1533,鄂州,鄂州
1534,鄂州东,鄂州
1535,葛店南,鄂州
1536,华容东,鄂州
1537,华容南,鄂州
1538,花湖,鄂州
1539,建始,恩施土家族苗族自治州
1540,利川,恩施土家族苗族自治州
1541,凉雾,恩施土家族苗族自治州
1542,恩施,恩施土家族苗族自治州
1543,巴东,恩施土家族苗族自治州
1544,齐岳山,恩施土家族苗族自治州
1545,蕲春,黄冈
1546,团风,黄冈
1547,浠水,黄冈
1548,武穴,黄冈
1549,周铁岗,黄冈
1550,蔡山,黄冈
1551,红安,黄冈
1552,红安西,黄冈
1553,孔垄,黄冈
1554,华容,黄冈
1555,黄冈,黄冈
1556,黄冈东,黄冈
1557,黄冈西,黄冈
1558,黄梅,黄冈
1559,黄州,黄冈
1560,麻城,黄冈
1561,麻城北,黄冈
1562,黄石,黄石
1563,黄石北,黄石
1564,黄石东,黄石
1565,枫林,黄石
1566,白沙铺,黄石
1567,大冶北,黄石
1568,阳新,黄石
1569,西河村,黄石
1570,铁山,黄石
1571,钟祥,荆门
1572,京山,荆门
1573,荆门,荆门
1574,荆州,荆州
1575,西斋,荆州
1576,松滋,荆州
1577,潜江,潜江
1578,十堰,十堰
1579,十堰东,十堰
1580,小花果,十堰
1581,武当山,十堰
1582,武当山西,十堰
1583,浪河,十堰
1584,丹江口,十堰
1585,广水,随州
1586,厉山,随州
1587,小林,随州
1588,随县,随州
1589,随州,随州
1590,随州南,随州
1591,天门,天门
1592,天门南,天门
1593,天河机场,武汉
1594,天河街,武汉
1595,汤逊湖,武汉
1596,土地堂东,武汉
1597,武汉,武汉
1598,武汉北,武汉
1599,武昌,武汉
1600,武昌东,武汉
1601,武昌南,武汉
1602,乌龙泉南,武汉
1603,新墩,武汉
1604,滠口,武汉
1605,山坡东,武汉
1606,左岭,武汉
1607,纸坊东,武汉
1608,金银潭,武汉
1609,花山南,武汉
1610,后湖,武汉
1611,庙山,武汉
1612,南湖东,武汉
1613,普安,武汉
1614,汉西,武汉
1615,汉口,武汉
1616,丹水池,武汉
1617,仙桃西,仙桃
1618,咸宁,咸宁
1619,咸宁北,咸宁
1620,咸宁东,咸宁
1621,咸宁南,咸宁
1622,赤壁,咸宁
1623,赤壁北,咸宁
1624,横沟桥东,咸宁
1625,贺胜桥东,咸宁
1626,蒲圻,咸宁
1627,马棚,襄阳
1628,老河口东,襄阳
1629,耿坡,襄阳
1630,郜营,襄阳
1631,谷城,襄阳
1632,谷城北,襄阳
1633,陈家湖,襄阳
1634,襄阳,襄阳
1635,襄阳北,襄阳
1636,襄阳东,襄阳
1637,襄州,襄阳
1638,枣阳,襄阳
1639,宜城,襄阳
1640,应城,孝感
1641,云梦,孝感
1642,云梦东,孝感
1643,下辛店,孝感
1644,孝感,孝感
1645,孝感北,孝感
1646,孝感东,孝感
1647,长江埠,孝感
1648,安陆,孝感
1649,安陆西,孝感
1650,隔蒲,孝感
1651,汉川,孝感
1652,花园,孝感
1653,槐荫,孝感
1654,毛陈,孝感
1655,闵集,孝感
1656,长阳,宜昌
1657,当阳,宜昌
1658,枝城,宜昌
1659,枝江北,宜昌
1660,宜昌,宜昌
1661,宜昌东,宜昌
1662,鸦雀岭,宜昌
1663,香樟路,长沙
1664,湘府路,长沙
1665,先锋,长沙
1666,树木岭,长沙
1667,长沙,长沙
1668,长沙南,长沙
1669,芙蓉南,长沙
1670,洞井,长沙
1671,暮云,长沙
1672,宁乡,长沙
1673,泸阳,长沙
1674,临澧,常德
1675,澧县,常德
1676,汉寿,常德
1677,常德,常德
1678,石门县,常德
1679,石门县北,常德
1680,郴州,郴州
1681,郴州西,郴州
1682,安仁,郴州
1683,衡阳,衡阳
1684,衡阳东,衡阳
1685,衡南,衡阳
1686,衡山,衡阳
1687,衡山西,衡阳
1688,耒阳,衡阳
1689,耒阳西,衡阳
1690,祁东,衡阳
1691,祁东北,衡阳
1692,新晃,怀化
1693,新晃西,怀化
1694,通道,怀化
1695,塘豹,怀化
1696,溆浦,怀化
1697,溆浦南,怀化
1698,牙屯堡,怀化
1699,芷江,怀化
1700,锦和,怀化
1701,靖州,怀化
1702,会同,怀化
1703,怀化,怀化
1704,怀化南,怀化
1705,麻阳,怀化
1706,低庄,怀化
1707,辰溪,怀化
1708,娄底,娄底
1709,娄底南,娄底
1710,冷水江东,娄底
1711,涟源,娄底
1712,新化,娄底
1713,新化南,娄底
1714,双峰北,娄底
1715,双峰北站,娄底
1716,邵东,邵阳
1717,邵阳,邵阳
1718,邵阳北,邵阳
1719,韶山,湘潭
1720,韶山南,湘潭
1721,湘潭,湘潭
1722,湘潭北,湘潭
1723,湘乡,湘潭
1724,昭山,湘潭
1725,板塘,湘潭
1726,荷塘,湘潭
1727,凤凰,湘西土家族苗族自治州
1728,吉首,湘西土家族苗族自治州
1729,猛洞河,湘西土家族苗族自治州
1730,马田墟,益阳
1731,安化,益阳
1732,益阳,益阳
1733,益阳东,益阳
1734,永州,永州
1735,祁阳,永州
1736,祁阳北,永州
1737,双牌,永州
1738,道州,永州
1739,东安东,永州
1740,芦洪市,永州
1741,零陵,永州
1742,江华,永州
1743,江永,永州
1744,蓝家村,永州
1745,临湘,岳阳
1746,汨罗,岳阳
1747,汨罗东,岳阳
1748,路口铺,岳阳
1749,岳阳,岳阳
1750,岳阳东,岳阳
1751,张家界,张家界
1752,张家界北,张家界
1753,慈利,张家界
1754,茶陵,株洲
1755,茶陵南,株洲
1756,茶陵西,株洲
1757,大丰,株洲
1758,醴陵,株洲
1759,醴陵东,株洲
1760,九郎山,株洲
1761,株洲,株洲
1762,株洲南,株洲
1763,株洲西,株洲
1764,攸县,株洲
1765,攸县南,株洲
1766,炎陵,株洲
1767,田心东,株洲
1768,洮南,白城
1769,镇赉,白城
1770,镇西,白城
1771,巨宝,白城
1772,开通,白城
1773,两家,白城
1774,来福,白城
1775,建设,白城
1776,平安镇,白城
1777,平台,白城
1778,大安,白城
1779,大安北,白城
1780,到保,白城
1781,安广,白城
1782,白城,白城
1783,黑水,白城
1784,海坨子,白城
1785,氡泉,白山
1786,二岔,白山
1787,枫叶岭,白山
1788,抚松,白山
1789,白山市,白山
1790,板石河,白山
1791,北岗,白山
1792,道清,白山
1793,大东,白山
1794,大栗子,白山
1795,平川,白山
1796,临江,白山
1797,柳毛沟,白山
1798,露水河,白山
1799,江源,白山
1800,花山,白山
1801,火炬沟,白山
1802,黄泥崴子,白山
1803,砬子河,白山
1804,老营,白山
1805,林子头,白山
1806,靖宇,白山
1807,遥林,白山
1808,影壁山,白山
1809,湾沟,白山
1810,仙人桥,白山
1811,小山,白山
1812,石人,白山
1813,松树镇,白山
1814,松岭,白山
1815,松江河,白山
1816,泉阳,白山
1817,三道湖,白山
1818,三队,白山
1819,小合隆,长春
1820,新立镇,长春
1821,谢家镇,长春
1822,兴隆山,长春
1823,土们岭,长春
1824,沃皮,长春
1825,五棵树,长春
1826,营城,长春
1827,榆树,长春
1828,姚家,长春
1829,一间堡,长春
1830,中德,长春
1831,九台,长春
1832,九台南,长春
1833,卡伦,长春
1834,开安,长春
1835,华家,长春
1836,龙嘉,长春
1837,龙家堡,长春
1838,刘家店,长春
1839,米沙子,长春
1840,农安,长春
1841,大屯,长春
1842,达家沟,长春
1843,德惠,长春
1844,德惠西,长春
1845,柴岗,长春
1846,长春,长春
1847,长春东,长春
1848,长春南,长春
1849,长春西,长春
1850,布海,长春
1851,丁家园,长春
1852,哈拉海,长春
1853,孤店子,吉林
1854,东富,吉林
1855,二道河,吉林
1856,丰广,吉林
1857,白石山,吉林
1858,大梨树,吉林
1859,大口钦,吉林
1860,平安,吉林
1861,磐石,吉林
1862,七间房,吉林
1863,明城,吉林
1864,六道河,吉林
1865,桦皮厂,吉林
1866,黄松甸,吉林
1867,江密峰,吉林
1868,蛟河,吉林
1869,蛟河西,吉林
1870,吉林,吉林
1871,吉舒,吉林
1872,口前,吉林
1873,金珠,吉林
1874,老爷岭,吉林
1875,左家,吉林
1876,烟筒山,吉林
1877,亚复,吉林
1878,永宁,吉林
1879,天岗,吉林
1880,小姑家,吉林
1881,棋盘,吉林
1882,前窑,吉林
1883,石家,吉林
1884,舒兰,吉林
1885,双河镇,吉林
1886,双吉,吉林
1887,西安东,辽源
1888,渭津,辽源
1889,辽源,辽源
1890,建安,辽源
1891,平岗,辽源
1892,大兴镇,辽源
1893,白泉,辽源
1894,东丰,辽源
1895,东丰北,辽源
1896,范家屯,四平
1897,公主岭,四平
1898,公主岭南,四平
1899,哈福,四平
1900,郭家店,四平
1901,茂林,四平
1902,卧虎屯,四平
1903,陶家屯,四平
1904,双辽,四平
1905,石岭,四平
1906,四平,四平
1907,四平东,四平
1908,伊通,四平
1909,郑家屯,四平
1910,松原,松原
1911,松原北,松原
1912,塔虎城,松原
1913,太平川,松原
1914,乾安,松原
1915,庆丰,松原
1916,陶赖昭,松原
1917,团山,松原
1918,通途,松原
1919,王府,松原
1920,七家子,松原
1921,官字井,松原
1922,工农湖,松原
1923,二营子,松原
1924,扶余,松原
1925,扶余北,松原
1926,蔡家沟,松原
1927,查干湖,松原
1928,长山屯,松原
1929,朝阳镇,通化
1930,宝山,通化
1931,干沟,通化
1932,二密河,通化
1933,东通化,通化
1934,菇园,通化
1935,光辉,通化
1936,果松,通化
1937,海龙,通化
1938,黑山头,通化
1939,梅河口,通化
1940,龙山,通化
1941,柳河,通化
1942,集安,通化
1943,黄柏,通化
1944,辉南,通化
1945,老岭,通化
1946,万隆,通化
1947,五道沟,通化
1948,通沟,通化
1949,通化,通化
1950,通化县,通化
1951,团林,通化
1952,驼腰岭,通化
1953,铁厂,通化
1954,西阳岔,通化
1955,三源浦,通化
1956,杉松岗,通化
1957,山城镇,通化
1958,双安屯,通化
1959,水洞,通化
1960,石湖,通化
1961,郑家堡,通化
1962,阳岔,通化
1963,延吉,延边朝鲜族自治州
1964,延吉西,延边朝鲜族自治州
1965,榆树川,延边朝鲜族自治州
1966,枕头峰,延边朝鲜族自治州
1967,十里坪,延边朝鲜族自治州
1968,石岘,延边朝鲜族自治州
1969,太平岭,延边朝鲜族自治州
1970,松江镇,延边朝鲜族自治州
1971,水礼,延边朝鲜族自治州
1972,秋梨沟,延边朝鲜族自治州
1973,青沟子,延边朝鲜族自治州
1974,溪洞,延边朝鲜族自治州
1975,天桥岭,延边朝鲜族自治州
1976,图们,延边朝鲜族自治州
1977,图们北,延边朝鲜族自治州
1978,铜佛寺,延边朝鲜族自治州
1979,汪清,延边朝鲜族自治州
1980,苇子沟,延边朝鲜族自治州
1981,乐园,延边朝鲜族自治州
1982,亮兵台,延边朝鲜族自治州
1983,荒沟西,延边朝鲜族自治州
1984,黄泥河,延边朝鲜族自治州
1985,珲春,延边朝鲜族自治州
1986,龙井,延边朝鲜族自治州
1987,磨盘山,延边朝鲜族自治州
1988,庙岭,延边朝鲜族自治州
1989,南沟,延边朝鲜族自治州
1990,河南,延边朝鲜族自治州
1991,和龙,延边朝鲜族自治州
1992,哈尔巴岭,延边朝鲜族自治州
1993,敦化,延边朝鲜族自治州
1994,葆园,延边朝鲜族自治州
1995,采石场,延边朝鲜族自治州
1996,白河,延边朝鲜族自治州
1997,八家子,延边朝鲜族自治州
1998,安图,延边朝鲜族自治州
1999,安图西,延边朝鲜族自治州
2000,朝阳川,延边朝鲜族自治州
2001,春阳,延边朝鲜族自治州
2002,茶条沟,延边朝鲜族自治州
2003,大兴沟,延边朝鲜族自治州
2004,大石头,延边朝鲜族自治州
2005,大桥,延边朝鲜族自治州
2006,常州,常州
2007,常州北,常州
2008,溧阳,常州
2009,瓦屋山,常州
2010,戚墅堰,常州
2011,淮安,淮安
2012,淮安南,淮安
2013,连云港,连云港
2014,连云港东,连云港
2015,东海县,连云港
2016,溧水,南京
2017,江宁,南京
2018,江宁西,南京
2019,南京,南京
2020,南京南,南京
2021,南京西,南京
2022,六合,南京
2023,仙林,南京
2024,如东,南通
2025,如皋,南通
2026,南通,南通
2027,海安,南通
2028,海安南,南通
2029,海安县,南通
2030,栟茶,南通
2031,花桥,苏州
2032,昆山,苏州
2033,昆山南,苏州
2034,苏州,苏州
2035,苏州北,苏州
2036,苏州新区,苏州
2037,苏州园区,苏州
2038,阳澄湖,苏州
2039,洋河,宿迁
2040,泗阳,宿迁
2041,泗洪,宿迁
2042,沭阳,宿迁
2043,泰州,泰州
2044,姜堰,泰州
2045,惠山,无锡
2046,无锡,无锡
2047,无锡东,无锡
2048,无锡新区,无锡
2049,宜兴,无锡
2050,铜山,徐州
2051,徐州,徐州
2052,徐州东,徐州
2053,新沂,徐州
2054,沛县,徐州
2055,邳州,徐州
2056,建湖,盐城
2057,东台,盐城
2058,阜宁,盐城
2059,盐城,盐城
2060,扬州,扬州
2061,仪征,扬州
2062,江都,扬州
2063,句容西,镇江
2064,宝华山,镇江
2065,丹徒,镇江
2066,丹阳,镇江
2067,丹阳北,镇江
2068,镇江,镇江
2069,镇江南,镇江
2070,资溪,抚州
2071,崇仁,抚州
2072,抚州,抚州
2073,抚州北,抚州
2074,抚州东,抚州
2075,东乡,抚州
2076,江边村,抚州
2077,南丰,抚州
2078,南城,抚州
2079,临川,抚州
2080,龙南,赣州
2081,南康,赣州
2082,会昌北,赣州
2083,定南,赣州
2084,赣县,赣州
2085,赣州,赣州
2086,赣州东,赣州
2087,赣州西,赣州
2088,大余,赣州
2089,于都,赣州
2090,兴国,赣州
2091,兴国西,赣州
2092,信丰,赣州
2093,西江,赣州
2094,瑞金,赣州
2095,泰和,吉安
2096,峡江,吉安
2097,新干,吉安
2098,万安县,吉安
2099,吉安,吉安
2100,吉安南,吉安
2101,吉安西,吉安
2102,吉水,吉安
2103,吉水西,吉安
2104,井冈山,吉安
2105,鲇鱼山,吉安
2106,龙市,吉安
2107,景德镇,景德镇
2108,景德镇北,景德镇
2109,乐平市,景德镇
2110,浮梁,景德镇
2111,都昌,九江
2112,共青城,九江
2113,德安,九江
2114,九江,九江
2115,九江西,九江
2116,湖口,九江
2117,庐山,九江
2118,彭泽,九江
2119,瑞昌,九江
2120,瑞昌西,九江
2121,永修,九江
2122,塔前,乐平
2123,甘棠,乐平
2124,横岗,南昌
2125,南昌,南昌
2126,南昌北,南昌
2127,南昌西,南昌
2128,进贤,南昌
2129,进贤南,南昌
2130,莲塘,南昌
2131,向塘,南昌
2132,泉江,萍乡
2133,萍乡,萍乡
2134,萍乡北,萍乡
2135,芦溪,萍乡
2136,鄱阳,上饶
2137,横峰,上饶
2138,德兴,上饶
2139,铅山西,上饶
2140,上饶,上饶
2141,婺源,上饶
2142,万年,上饶
2143,五府山,上饶
2144,玉山,上饶
2145,玉山南,上饶
2146,弋阳,上饶
2147,新余,新余
2148,新余北,新余
2149,分宜,新余
2150,丰城,宜春
2151,丰城南,宜春
2152,高安,宜春
2153,宜春,宜春
2154,宜春西,宜春
2155,樟树,宜春
2156,樟树东,宜春
2157,硬石岭,鹰潭
2158,鹰潭,鹰潭
2159,鹰潭北,鹰潭
2160,余江,鹰潭
2161,贵溪,鹰潭
2162,彬江,鹰潭
2163,画桥,鹰潭
2164,拉拉屯,鞍山
2165,牛庄,鞍山
2166,南台,鞍山
2167,灵山,鞍山
2168,鞍山,鞍山
2169,鞍山西,鞍山
2170,海城,鞍山
2171,海城西,鞍山
2172,西柳,鞍山
2173,台安,鞍山
2174,松树台,本溪
2175,石桥子,本溪
2176,祁家堡,本溪
2177,青堆子,本溪
2178,桥北,本溪
2179,桥头,本溪
2180,泉水,本溪
2181,下马塘,本溪
2182,小市,本溪
2183,新岭,本溪
2184,五女山,本溪
2185,歪头山,本溪
2186,威宁,本溪
2187,温泉寺,本溪
2188,田师府,本溪
2189,雅河,本溪
2190,古城子,本溪
2191,高家岁,本溪
2192,本溪,本溪
2193,本溪湖,本溪
2194,本溪新城,本溪
2195,北台,本溪
2196,大雅河,本溪
2197,草河口,本溪
2198,南芬,本溪
2199,南芬北,本溪
2200,牛心台,本溪
2201,偏岭,本溪
2202,连山关,本溪
2203,火连寨,本溪
2204,桓龙湖,本溪
2205,金坑,本溪
2206,侯杖子,朝阳
2207,金杖子,朝阳
2208,南汤,朝阳
2209,南洼,朝阳
2210,能家,朝阳
2211,凌源,朝阳
2212,凌源东,朝阳
2213,朝阳,朝阳
2214,大营子,朝阳
2215,刀尔登,朝阳
2216,大平房,朝阳
2217,北票南,朝阳
2218,北磴,朝阳
2219,东营子,朝阳
2220,东沟门,朝阳
2221,公营子,朝阳
2222,红石,朝阳
2223,河汤沟,朝阳
2224,宣家沟,朝阳
2225,杨杖子,朝阳
2226,叶柏寿,朝阳
2227,田家沟,朝阳
2228,魏杖子,朝阳
2229,小平房,朝阳
2230,任家店,朝阳
2231,上园,朝阳
2232,沙海,朝阳
2233,三十家,朝阳
2234,石脑,朝阳
2235,水泉,朝阳
2236,四道沟,朝阳
2237,松树,大连
2238,三十里堡,大连
2239,沙河口,大连
2240,泉水屯,大连
2241,清水河,大连
2242,青堆,大连
2243,许家屯,大连
2244,杏树屯,大连
2245,夏家河,大连
2246,天德泉,大连
2247,瓦房店,大连
2248,瓦房店西,大连
2249,营城子,大连
2250,庄河,大连
2251,庄河北,大连
2252,庄河西,大连
2253,周水子,大连
2254,革镇堡,大连
2255,广宁寺,大连
2256,登沙河,大连
2257,蚕厂屯,大连
2258,渤海,大连
2259,大刘家,大连
2260,大连,大连
2261,大连北,大连
2262,城子坦,大连
2263,长岭子,大连
2264,刘家村,大连
2265,龙头,大连
2266,旅顺,大连
2267,南关岭,大连
2268,皮口,大连
2269,牛角山,大连
2270,普兰店,大连
2271,普湾,大连
2272,普湾新区,大连
2273,金州,大连
2274,李家屯,大连
2275,亮甲店,大连
2276,兰店,大连
2277,花园口,大连
2278,夹心子,大连
2279,鸡冠山,丹东
2280,金山湾,丹东
2281,老古沟,丹东
2282,林家台,丹东
2283,宽甸,丹东
2284,庙阳,丹东
2285,龙爪沟,丹东
2286,刘家河,丹东
2287,长虹,丹东
2288,长甸,丹东
2289,大堡,丹东
2290,丹东,丹东
2291,丹东西,丹东
2292,边沟,丹东
2293,东港北,丹东
2294,凤凰城,丹东
2295,凤城东,丹东
2296,灌水,丹东
2297,官家,丹东
2298,蛤蟆塘,丹东
2299,中兴,丹东
2300,赵家,丹东
2301,张家堡,丹东
2302,袁家堡,丹东
2303,永甸,丹东
2304,一面山,丹东
2305,通远堡,丹东
2306,通远堡西,丹东
2307,佟家,丹东
2308,天桥,丹东
2309,天桥沟,丹东
2310,铁佛寺,丹东
2311,五龙背,丹东
2312,五龙背东,丹东
2313,秋木庄,丹东
2314,四台子,丹东
2315,汤河,丹东
2316,汤山城,丹东
2317,坦甸,丹东
2318,石城,丹东
2319,清原,抚顺
2320,营东,抚顺
2321,英额门,抚顺
2322,章党,抚顺
2323,黑石木,抚顺
2324,抚顺,抚顺
2325,抚顺北,抚顺
2326,高尔山,抚顺
2327,苍石,抚顺
2328,大官屯,抚顺
2329,草市,抚顺
2330,长山堡,抚顺
2331,南口前,抚顺
2332,南杂木,抚顺
2333,瓢儿屯,抚顺
2334,李石寨,抚顺
2335,雷锋路,抚顺
2336,泡子,阜新
2337,大巴,阜新
2338,阿金,阜新
2339,阜新,阜新
2340,章古台,阜新
2341,彰武,阜新
2342,清河门,阜新
2343,十家子,阜新
2344,新邱,阜新
2345,兴城,葫芦岛
2346,万家屯,葫芦岛
2347,台集屯,葫芦岛
2348,塔山,葫芦岛
2349,绥中,葫芦岛
2350,绥中北,葫芦岛
2351,四家子,葫芦岛
2352,前卫,葫芦岛
2353,沙后所,葫芦岛
2354,钟杖子,葫芦岛
2355,营北,葫芦岛
2356,杨树湾,葫芦岛
2357,杨家店,葫芦岛
2358,高桥镇,葫芦岛
2359,东辛庄,葫芦岛
2360,鸽子洞,葫芦岛
2361,高岭,葫芦岛
2362,郭家屯,葫芦岛
2363,大荒地,葫芦岛
2364,大徐屯,葫芦岛
2365,串子沟,葫芦岛
2366,南票,葫芦岛
2367,南桥,葫芦岛
2368,刘屯,葫芦岛
2369,柳树屯,葫芦岛
2370,孔家沟,葫芦岛
2371,建昌,葫芦岛
2372,葫芦,葫芦岛
2373,葫芦岛,葫芦岛
2374,葫芦岛北,葫芦岛
2375,黄甲屯,葫芦岛
